time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-01 00:00:00+00:00,1.0,1.0,42,15
2025-03-02 00:00:00+00:00,6.0,3.0,54,24
2025-03-03 00:00:00+00:00,7.0,4.0,75,31
2025-03-04 00:00:00+00:00,5.0,2.0,67,30
2025-03-05 00:00:00+00:00,4.0,2.0,60,32
2025-03-06 00:00:00+00:00,6.0,4.0,88,31
2025-03-07 00:00:00+00:00,2.0,2.0,49,29
2025-03-08 00:00:00+00:00,4.0,3.0,31,19
2025-03-09 00:00:00+00:00,1.0,1.0,58,22
2025-03-10 00:00:00+00:00,1.0,1.0,87,25
2025-03-11 00:00:00+00:00,6.0,3.0,56,26
2025-03-12 00:00:00+00:00,4.0,2.0,55,33
2025-03-13 00:00:00+00:00,4.0,2.0,80,32
2025-03-14 00:00:00+00:00,,,25,14
