time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-26 00:00:00+00:00,7,5,28,18
2026-01-27 00:00:00+00:00,7,5,29,13
2026-01-28 00:00:00+00:00,5,3,47,17
2026-01-29 00:00:00+00:00,18,8,43,25
2026-01-30 00:00:00+00:00,7,5,29,18
2026-01-31 00:00:00+00:00,18,8,20,12
2026-02-01 00:00:00+00:00,18,8,46,26
2026-02-02 00:00:00+00:00,13,7,49,27
2026-02-03 00:00:00+00:00,12,6,52,28
2026-02-04 00:00:00+00:00,17,7,41,22
2026-02-05 00:00:00+00:00,20,9,24,16
2026-02-06 00:00:00+00:00,7,5,38,22
2026-02-07 00:00:00+00:00,10,4,48,23
2026-02-08 00:00:00+00:00,19,9,44,25
